Relative_Humidity_Percentage,Indoor_Temperature_C,Outdoor_Temperature_C,Date
50,18.51,15.8,2017-04-08 01:10:48
50,18.98,19.8,2017-04-08 01:30:32
49,20.39,19.8,2017-04-08 01:40:42
48,21.8,19.3,2017-04-08 01:50:51
45,22.59,19.3,2017-04-08 02:01:00
45,23.22,21.2,2017-04-08 02:10:37
45,23.84,21.2,2017-04-08 02:20:44
46,24.0,20.3,2017-04-08 02:30:56
46,24.16,20.3,2017-04-08 02:41:05
46,24.16,20.4,2017-04-08 02:51:12
46,24.31,20.4,2017-04-08 02:59:44
47,24.47,20.5,2017-04-08 03:01:10
47,24.47,20.5,2017-04-08 03:11:18
47,24.31,21.9,2017-04-08 03:20:56
47,24.0,21.9,2017-04-08 03:31:04
47,23.69,23.2,2017-04-08 03:41:12
47,22.9,23.2,2017-04-08 03:51:22
47,22.43,22.8,2017-04-08 04:01:00
47,22.12,22.8,2017-04-08 04:11:10
47,21.65,20.9,2017-04-08 04:21:19
47,21.18,20.9,2017-04-08 04:31:27
47,20.86,19.1,2017-04-08 04:41:36
47,20.71,19.1,2017-04-08 04:51:15
47,20.39,16.6,2017-04-08 05:01:24
47,20.24,16.6,2017-04-08 05:11:31
47,19.14,15.7,2017-04-08 05:21:40
47,18.04,15.7,2017-04-08 05:31:48
47,17.57,15.7,2017-04-08 05:41:26
47,17.57,13.0,2017-04-08 05:51:33
47,17.73,13.0,2017-04-08 06:01:41
47,17.88,12.1,2017-04-08 06:11:49
47,18.04,12.1,2017-04-08 06:21:57
47,18.04,11.1,2017-04-08 06:32:05
47,18.2,10.4,2017-04-08 06:41:42
47,18.2,10.4,2017-04-08 06:51:51
47,18.2,11.0,2017-04-08 07:02:01
47,18.2,11.0,2017-04-08 07:12:09
47,18.51,10.2,2017-04-08 07:22:16
47,18.51,10.2,2017-04-08 07:31:56
47,18.51,10.5,2017-04-08 07:42:05
46,18.51,10.5,2017-04-08 07:52:14
46,18.51,12.2,2017-04-08 08:02:22
46,18.51,12.2,2017-04-08 08:12:31
46,18.51,14.3,2017-04-08 08:22:08
47,18.2,14.3,2017-04-08 08:32:16
47,18.04,18.3,2017-04-08 08:42:25
46,18.04,18.3,2017-04-08 08:52:33
46,18.04,20.0,2017-04-08 09:02:42
46,18.04,20.0,2017-04-08 09:12:19
46,18.04,22.0,2017-04-08 09:22:28
46,18.04,22.0,2017-04-08 09:32:36
46,18.04,22.9,2017-04-08 09:42:44
46,18.04,22.9,2017-04-08 09:52:51
46,18.04,24.5,2017-04-08 10:02:29
46,18.2,24.5,2017-04-08 10:12:37
46,18.2,25.0,2017-04-08 10:22:44
46,18.2,25.0,2017-04-08 10:32:53
46,18.51,25.5,2017-04-08 10:42:30
46,18.51,25.5,2017-04-08 10:52:09
46,18.51,24.8,2017-04-08 11:01:47
46,18.51,24.8,2017-04-08 11:11:56
46,18.67,24.3,2017-04-08 11:22:05
46,18.67,24.3,2017-04-08 11:32:16
45,18.67,24.2,2017-04-08 11:42:23
44,18.82,24.2,2017-04-08 11:52:02
44,18.82,24.0,2017-04-08 12:02:11
44,18.82,24.6,2017-04-08 12:12:19
44,18.98,24.6,2017-04-08 12:21:27
44,18.98,23.7,2017-04-08 12:31:03
45,18.98,23.7,2017-04-08 12:41:12
45,18.98,22.8,2017-04-08 12:50:18
45,18.98,22.8,2017-04-08 12:59:25
45,18.98,21.7,2017-04-08 13:09:03
45,18.98,21.7,2017-04-08 13:18:10
45,19.14,20.9,2017-04-08 13:27:49
45,19.14,20.9,2017-04-08 13:36:58
45,19.14,20.4,2017-04-08 13:46:05
45,19.14,20.4,2017-04-08 13:55:45
45,19.29,19.9,2017-04-08 14:04:53
45,19.45,19.9,2017-04-08 14:14:32
44,19.45,19.1,2017-04-08 14:23:38
44,19.45,19.1,2017-04-08 14:33:48
44,19.45,18.1,2017-04-08 14:42:58
44,19.45,18.1,2017-04-08 14:52:37
44,19.45,17.0,2017-04-08 15:01:45
45,19.45,17.0,2017-04-08 15:10:53
45,19.45,15.8,2017-04-08 15:20:31
45,19.45,15.8,2017-04-08 15:29:38
46,19.45,15.1,2017-04-08 15:39:16
49,19.45,15.1,2017-04-08 15:57:31
49,19.29,15.1,2017-04-08 16:07:08
49,19.29,15.1,2017-04-08 16:16:45
47,19.29,14.8,2017-04-08 16:26:22
47,19.14,14.8,2017-04-08 16:36:00
48,19.14,15.2,2017-04-08 16:46:08
48,19.14,15.2,2017-04-08 16:55:47
48,18.98,16.6,2017-04-08 17:05:56
48,18.98,16.6,2017-04-08 17:16:05
48,18.98,20.8,2017-04-08 17:26:13
48,18.98,20.8,2017-04-08 17:36:22
48,18.98,22.3,2017-04-08 17:46:01
48,18.82,22.3,2017-04-08 17:56:09
48,18.82,20.3,2017-04-08 18:06:18
48,18.67,20.3,2017-04-08 18:16:26
48,18.67,19.4,2017-04-08 18:26:04
48,18.67,19.4,2017-04-08 18:36:13
48,18.51,18.4,2017-04-08 18:46:20
48,18.51,18.4,2017-04-08 18:56:29
48,18.51,19.0,2017-04-08 19:06:37
48,18.51,19.0,2017-04-08 19:16:46
48,18.51,18.8,2017-04-08 19:26:25
48,18.51,18.8,2017-04-08 19:36:34
48,18.51,19.1,2017-04-08 19:46:41
48,18.51,19.1,2017-04-08 19:56:49
48,18.2,18.2,2017-04-08 20:06:58
48,17.88,18.2,2017-04-08 20:16:36
48,17.88,15.9,2017-04-08 20:26:45
48,18.04,15.9,2017-04-08 20:36:54
49,18.2,14.4,2017-04-08 20:47:01
49,18.2,14.4,2017-04-08 20:56:39
49,18.2,14.3,2017-04-08 21:06:52
49,18.2,14.3,2017-04-08 21:16:59
49,18.2,14.3,2017-04-08 21:27:06
49,18.2,13.9,2017-04-08 21:37:14
49,18.2,13.9,2017-04-08 21:46:52
49,18.2,13.6,2017-04-08 21:57:00
49,18.2,13.6,2017-04-08 23:37:29
49,18.2,13.0,2017-04-08 23:47:35
49,18.2,12.6,2017-04-08 23:57:42
49,18.2,12.6,2017-04-09 00:07:19
49,18.2,12.1,2017-04-09 00:17:28
49,18.2,12.1,2017-04-09 00:27:35
49,18.2,11.8,2017-04-09 00:37:43
49,18.2,11.8,2017-04-09 00:47:52
49,18.2,11.6,2017-04-09 00:58:00
49,18.2,11.6,2017-04-09 01:07:37
49,18.2,11.6,2017-04-09 01:17:45
49,18.2,11.6,2017-04-09 01:27:54
49,18.2,12.2,2017-04-09 01:38:03
49,18.2,12.2,2017-04-09 01:48:10
49,18.2,13.0,2017-04-09 01:57:49
49,18.2,13.0,2017-04-09 02:08:00
49,18.2,13.9,2017-04-09 02:18:09
49,18.2,13.9,2017-04-09 02:28:16
49,18.2,15.5,2017-04-09 02:37:54
49,18.2,15.5,2017-04-09 02:48:02
49,18.04,21.5,2017-04-09 02:58:11
49,18.04,21.5,2017-04-09 03:08:20
49,18.04,22.5,2017-04-09 03:17:59
49,18.04,22.5,2017-04-09 03:28:08
49,18.04,22.9,2017-04-09 03:38:16
49,18.04,22.9,2017-04-09 03:48:25
49,18.04,22.8,2017-04-09 03:58:33
44,18.04,22.8,2017-04-09 04:08:11
38,18.04,23.0,2017-04-09 04:18:20
38,18.04,23.0,2017-04-09 04:28:28
36,18.04,22.5,2017-04-09 04:38:39
38,18.04,22.5,2017-04-09 04:48:17
39,18.04,21.6,2017-04-09 04:58:26
40,18.04,21.6,2017-04-09 05:08:35
40,18.04,21.4,2017-04-09 05:18:43
41,18.04,21.4,2017-04-09 05:28:51
39,18.04,20.2,2017-04-09 05:38:29
39,18.04,20.2,2017-04-09 05:48:38
38,17.25,19.7,2017-04-09 05:58:47
38,16.78,19.7,2017-04-09 06:08:56
37,16.78,18.9,2017-04-09 06:18:36
38,16.94,18.9,2017-04-09 06:28:44
37,17.1,18.7,2017-04-09 06:38:54
37,17.25,18.7,2017-04-09 06:49:02
36,17.25,17.2,2017-04-09 06:59:10
36,17.41,17.2,2017-04-09 07:08:48
35,17.41,16.0,2017-04-09 07:18:57
35,17.73,16.0,2017-04-09 07:29:05
35,17.88,14.4,2017-04-09 07:39:13
35,18.2,14.4,2017-04-09 07:49:21
35,18.35,13.5,2017-04-09 07:58:59
36,18.67,13.5,2017-04-09 08:09:08
37,18.82,12.7,2017-04-09 08:19:19
38,19.14,12.7,2017-04-09 08:29:29
38,19.45,12.1,2017-04-09 08:39:08
38,19.61,12.1,2017-04-09 08:49:16
39,19.76,12.3,2017-04-09 08:59:24
39,19.76,12.3,2017-04-09 09:09:34
39,19.92,12.8,2017-04-09 09:19:41
39,19.92,12.8,2017-04-09 09:29:18
40,20.08,14.5,2017-04-09 09:39:28
40,20.24,14.5,2017-04-09 09:49:36
40,20.24,16.5,2017-04-09 09:59:44
40,20.24,16.5,2017-04-09 10:09:22
40,20.39,18.5,2017-04-09 10:19:30
41,20.39,18.5,2017-04-09 10:29:38
41,20.39,26.5,2017-04-09 10:39:47
41,20.39,26.5,2017-04-09 10:49:26
41,20.39,29.6,2017-04-09 10:59:36
41,20.39,29.6,2017-04-09 11:09:46
41,20.39,21.0,2017-04-09 11:19:54
41,20.39,21.0,2017-04-09 11:30:04
42,20.39,22.3,2017-04-09 11:39:42
41,20.39,22.3,2017-04-09 11:49:52
41,20.39,22.6,2017-04-09 11:59:59
41,20.39,22.6,2017-04-09 12:10:09
41,20.39,22.6,2017-04-09 12:19:48
41,20.39,22.6,2017-04-09 12:29:55
41,20.39,23.0,2017-04-09 12:39:33
41,20.39,23.0,2017-04-09 12:49:43
41,20.39,22.6,2017-04-09 12:59:54
41,20.24,22.6,2017-04-09 13:09:31
41,20.24,22.4,2017-04-09 13:19:40
41,20.24,22.4,2017-04-09 13:29:18
41,20.08,20.9,2017-04-09 13:39:27
41,20.08,20.9,2017-04-09 13:49:04
41,20.08,17.9,2017-04-09 13:59:12
41,19.92,17.9,2017-04-09 14:08:50
41,19.92,17.2,2017-04-09 14:18:28
41,19.92,17.2,2017-04-09 14:28:37
41,19.92,17.3,2017-04-09 14:38:45
41,19.76,17.3,2017-04-09 14:48:24
41,19.76,17.3,2017-04-09 14:58:32
40,19.76,15.7,2017-04-09 15:08:41
38,19.76,15.7,2017-04-09 15:18:18
38,19.76,12.2,2017-04-09 15:28:27
39,19.61,12.2,2017-04-09 15:38:35
40,19.61,12.4,2017-04-09 15:48:13
40,19.61,12.4,2017-04-09 15:58:23
41,19.61,10.7,2017-04-09 16:08:32
41,19.61,10.7,2017-04-09 16:18:11
41,20.08,12.5,2017-04-09 16:28:19
42,20.39,12.5,2017-04-09 16:37:58
42,20.55,15.1,2017-04-09 16:48:08
42,20.86,15.1,2017-04-09 16:58:16
43,22.12,17.9,2017-04-09 17:08:24
43,22.9,17.9,2017-04-09 17:18:01
43,23.53,19.1,2017-04-09 17:28:10
43,23.84,19.1,2017-04-09 17:38:19
43,24.16,20.7,2017-04-09 17:48:26
43,24.63,20.7,2017-04-09 17:58:04
44,23.22,22.4,2017-04-09 18:08:14
44,22.9,22.4,2017-04-09 18:18:23
44,22.59,23.4,2017-04-09 18:28:30
44,22.27,23.4,2017-04-09 18:38:10
44,21.8,24.8,2017-04-09 18:48:18
44,21.65,24.8,2017-04-09 18:58:27
44,21.49,25.3,2017-04-09 19:08:35
44,21.18,25.3,2017-04-09 19:18:43
44,21.02,25.6,2017-04-09 19:28:22
44,20.86,25.6,2017-04-09 19:38:30
44,20.71,25.6,2017-04-09 19:48:41
45,20.71,25.6,2017-04-09 19:58:49
45,20.55,25.6,2017-04-09 20:08:58
45,20.55,25.6,2017-04-09 20:18:35
45,20.39,25.5,2017-04-09 20:28:43
45,20.39,25.5,2017-04-09 20:38:52
45,20.24,25.2,2017-04-09 20:49:01
45,20.24,25.2,2017-04-09 20:59:09
45,20.08,24.3,2017-04-09 21:08:48
45,20.08,24.3,2017-04-09 21:18:57
45,20.08,22.8,2017-04-09 21:29:04
45,20.08,22.8,2017-04-09 21:39:12
45,19.92,20.2,2017-04-09 21:49:21
45,19.92,20.2,2017-04-09 21:58:59
45,19.92,19.6,2017-04-09 23:39:24
45,19.76,19.6,2017-04-09 23:49:33
45,19.76,12.8,2017-04-09 23:59:41
45,19.76,12.8,2017-04-10 00:09:48
45,19.76,11.9,2017-04-10 00:19:56
46,19.61,11.9,2017-04-10 00:30:04
46,19.61,11.0,2017-04-10 00:39:41
46,19.61,11.0,2017-04-10 00:49:49
46,19.61,13.8,2017-04-10 00:59:58
46,19.45,13.8,2017-04-10 01:10:07
46,19.45,16.8,2017-04-10 01:20:15
46,19.45,16.8,2017-04-10 01:29:53
46,19.45,19.3,2017-04-10 01:40:03
46,19.29,20.2,2017-04-10 01:50:12
46,19.29,20.2,2017-04-10 02:00:20
46,19.29,23.4,2017-04-10 02:10:28
46,19.29,23.4,2017-04-10 02:20:06
46,19.29,25.1,2017-04-10 02:30:14
46,19.29,25.1,2017-04-10 02:36:24
46,19.29,25.5,2017-04-10 02:40:21
46,19.14,25.5,2017-04-10 02:50:32
46,20.08,26.2,2017-04-10 03:00:40
46,21.02,26.2,2017-04-10 03:10:18
46,22.12,27.4,2017-04-10 03:20:28
46,22.75,27.4,2017-04-10 03:30:37
40,23.22,29.8,2017-04-10 03:40:47
39,23.69,29.8,2017-04-10 03:50:56
39,23.69,29.7,2017-04-10 04:00:34
38,23.22,29.7,2017-04-10 04:10:43
38,22.9,30.2,2017-04-10 04:20:50
39,22.59,30.2,2017-04-10 04:30:59
40,22.27,30.3,2017-04-10 04:41:09
41,21.96,30.3,2017-04-10 04:50:47
41,21.49,28.8,2017-04-10 05:00:56
41,21.18,28.8,2017-04-10 05:11:04
41,20.86,26.0,2017-04-10 05:21:11
41,20.71,26.0,2017-04-10 05:31:20
41,20.55,24.2,2017-04-10 05:40:57
41,20.08,24.2,2017-04-10 05:51:05
42,19.45,21.3,2017-04-10 06:01:14
42,19.14,21.3,2017-04-10 06:11:24
42,18.82,19.2,2017-04-10 06:21:02
42,18.82,19.2,2017-04-10 06:31:11
42,18.98,18.6,2017-04-10 06:41:21
42,18.98,18.6,2017-04-10 06:51:30
42,18.98,17.3,2017-04-10 07:01:38
42,18.98,17.3,2017-04-10 07:11:15
42,18.98,16.0,2017-04-10 07:21:26
42,19.14,15.8,2017-04-10 07:31:33
42,19.45,15.8,2017-04-10 07:41:40
42,20.08,16.0,2017-04-10 07:51:48
42,20.39,16.0,2017-04-10 08:01:29
42,20.71,16.4,2017-04-10 08:11:37
42,20.71,16.4,2017-04-10 08:21:45
42,20.86,17.2,2017-04-10 08:31:54
42,20.86,17.2,2017-04-10 08:42:02
42,21.02,18.8,2017-04-10 08:51:40
42,21.02,18.8,2017-04-10 09:01:50
42,21.49,20.9,2017-04-10 09:11:57
43,21.8,20.9,2017-04-10 09:22:05
43,21.96,22.8,2017-04-10 09:32:14
43,22.27,22.8,2017-04-10 09:41:53
43,22.43,25.6,2017-04-10 09:52:01
43,22.59,25.6,2017-04-10 10:02:10
43,22.75,29.2,2017-04-10 10:12:20
40,23.06,29.2,2017-04-10 10:22:27
40,23.22,31.2,2017-04-10 10:32:05
39,23.22,31.2,2017-04-10 10:41:42
40,23.37,31.6,2017-04-10 10:51:20
41,23.37,31.6,2017-04-10 11:01:29
41,23.22,31.2,2017-04-10 11:11:39
41,23.22,31.2,2017-04-10 11:21:48
41,23.06,33.0,2017-04-10 11:31:56
42,22.9,33.0,2017-04-10 11:41:35
42,22.75,32.0,2017-04-10 11:51:45
42,22.75,32.0,2017-04-10 12:01:25
42,22.59,24.8,2017-04-10 12:11:34
42,22.43,24.8,2017-04-10 12:21:14
42,22.43,23.6,2017-04-10 12:30:53
42,22.27,23.6,2017-04-10 12:41:02
42,22.27,23.6,2017-04-10 12:50:40
42,22.12,23.6,2017-04-10 13:00:17
42,22.12,22.7,2017-04-10 13:10:27
42,21.96,22.7,2017-04-10 13:20:04
42,21.8,21.3,2017-04-10 13:30:12
42,21.49,21.3,2017-04-10 13:40:21
42,21.49,20.3,2017-04-10 13:49:30
42,21.33,20.3,2017-04-10 13:59:39
42,21.33,20.1,2017-04-10 14:08:46
42,21.18,20.1,2017-04-10 14:18:56
43,21.18,21.0,2017-04-10 14:28:04
43,21.02,21.0,2017-04-10 14:37:11
43,21.02,21.0,2017-04-10 14:46:49
43,21.02,21.3,2017-04-10 14:55:57
43,20.86,21.4,2017-04-10 15:05:36
43,20.86,21.4,2017-04-10 15:14:45
43,20.86,21.1,2017-04-10 15:24:23
43,20.71,21.1,2017-04-10 15:34:00
43,20.71,20.5,2017-04-10 15:44:09
43,20.71,20.5,2017-04-10 15:54:18
43,20.71,20.1,2017-04-10 16:03:57
43,20.55,20.1,2017-04-10 16:14:05
43,20.55,22.0,2017-04-10 16:24:15
43,20.55,22.0,2017-04-10 16:34:24
43,20.39,21.5,2017-04-10 16:44:02
43,20.39,21.5,2017-04-10 16:54:09
43,20.39,22.1,2017-04-10 17:04:19
43,20.24,22.1,2017-04-10 17:14:27
43,20.24,28.4,2017-04-10 17:24:35
43,20.24,28.4,2017-04-10 17:34:13
43,20.24,28.4,2017-04-10 17:44:21
43,20.24,28.4,2017-04-10 17:54:30
43,20.08,26.7,2017-04-10 18:04:39
43,20.08,26.7,2017-04-10 18:14:19
43,20.08,28.1,2017-04-10 18:24:28
43,20.08,28.1,2017-04-10 18:34:38
43,20.08,30.4,2017-04-10 18:44:46
43,20.08,30.4,2017-04-10 18:54:26
43,20.08,30.9,2017-04-10 19:04:37
43,20.08,30.9,2017-04-10 19:14:45
43,20.08,29.7,2017-04-10 19:24:53
43,20.08,29.7,2017-04-10 19:34:32
43,20.08,26.6,2017-04-10 19:44:42
43,20.08,26.6,2017-04-10 19:54:52
43,20.08,25.4,2017-04-10 20:05:01
43,20.08,25.8,2017-04-10 20:15:09
43,20.08,25.8,2017-04-10 20:24:47
43,19.92,23.0,2017-04-10 20:34:57
43,19.92,23.0,2017-04-10 20:45:06
43,19.92,21.0,2017-04-10 20:55:14
43,19.92,21.0,2017-04-10 21:05:23
43,19.92,19.6,2017-04-10 21:15:02
43,19.76,19.6,2017-04-10 21:25:12
43,19.76,18.8,2017-04-10 21:35:20
43,19.76,18.8,2017-04-10 21:45:30
43,19.76,18.0,2017-04-10 21:55:08
43,19.76,18.0,2017-04-10 22:05:17
43,19.76,17.6,2017-04-10 23:45:44
43,19.76,17.6,2017-04-10 23:55:52
43,19.76,16.9,2017-04-11 00:05:59
43,19.76,16.9,2017-04-11 00:16:07
43,19.45,16.9,2017-04-11 00:25:44
43,19.45,16.9,2017-04-11 00:35:51
43,19.45,16.6,2017-04-11 00:45:59
43,19.45,16.6,2017-04-11 00:56:07
43,19.45,16.8,2017-04-11 01:06:16
43,19.45,16.8,2017-04-11 01:15:55
43,19.45,18.2,2017-04-11 01:26:03
43,19.29,18.2,2017-04-11 01:36:13
43,19.29,19.7,2017-04-11 01:46:21
43,19.29,19.7,2017-04-11 01:56:29
43,18.67,21.2,2017-04-11 02:06:10
43,18.67,21.2,2017-04-11 02:16:19
43,18.67,22.0,2017-04-11 02:26:30
43,18.67,22.0,2017-04-11 02:36:39
43,18.67,24.9,2017-04-11 02:46:20
43,18.67,24.9,2017-04-11 02:56:30
43,18.67,23.2,2017-04-11 03:06:42
43,18.67,23.2,2017-04-11 03:16:52
43,18.67,23.4,2017-04-11 03:26:59
43,18.67,23.4,2017-04-11 03:36:37
43,18.67,24.6,2017-04-11 03:46:45
43,18.67,24.6,2017-04-11 03:56:53
43,18.67,24.6,2017-04-11 04:07:01
43,18.67,24.6,2017-04-11 04:16:42
43,18.67,24.7,2017-04-11 04:26:52
43,18.67,24.7,2017-04-11 04:36:58
43,18.51,24.9,2017-04-11 04:47:08
43,18.51,24.9,2017-04-11 04:57:16
43,18.51,25.1,2017-04-11 05:07:24
43,18.51,25.1,2017-04-11 05:17:01
43,18.51,24.7,2017-04-11 05:27:10
43,18.51,24.7,2017-04-11 05:37:22
43,18.51,22.5,2017-04-11 05:47:02
43,17.57,22.5,2017-04-11 05:57:10
43,16.63,19.8,2017-04-11 06:07:20
43,16.16,19.8,2017-04-11 06:17:29
43,15.84,15.5,2017-04-11 06:27:37
43,15.53,15.5,2017-04-11 06:37:20
43,15.53,14.6,2017-04-11 06:47:31
43,15.37,14.6,2017-04-11 06:57:39
43,15.53,14.6,2017-04-11 07:07:20
43,15.84,13.1,2017-04-11 07:17:29
43,16.16,13.1,2017-04-11 07:27:37
43,16.78,12.3,2017-04-11 07:37:46
43,17.25,12.3,2017-04-11 07:47:54
43,17.73,11.8,2017-04-11 07:57:31
43,18.04,11.8,2017-04-11 08:07:40
43,18.2,11.2,2017-04-11 08:17:52
43,18.51,11.2,2017-04-11 08:27:58
43,18.67,12.0,2017-04-11 08:38:07
43,18.82,12.0,2017-04-11 08:47:47
43,18.82,12.2,2017-04-11 08:57:57
43,18.98,12.2,2017-04-11 09:08:04
43,18.98,15.9,2017-04-11 09:18:11
43,18.98,15.9,2017-04-11 09:27:51
43,18.98,19.4,2017-04-11 09:37:58
43,18.98,19.4,2017-04-11 09:48:07
43,19.14,20.8,2017-04-11 09:58:15
43,19.29,20.8,2017-04-11 10:08:24
43,19.29,22.0,2017-04-11 10:18:03
43,19.45,22.0,2017-04-11 10:28:10
43,19.45,21.0,2017-04-11 10:38:18
43,19.76,21.0,2017-04-11 10:47:58
43,19.76,23.0,2017-04-11 10:58:06
43,19.92,23.0,2017-04-11 11:08:14
43,19.92,23.4,2017-04-11 11:18:23
43,19.92,23.4,2017-04-11 11:28:33
43,19.92,24.2,2017-04-11 11:38:10
43,19.92,24.2,2017-04-11 11:48:17
43,19.92,24.3,2017-04-11 11:58:25
43,19.76,24.3,2017-04-11 12:08:05
43,19.76,26.0,2017-04-11 12:18:14
43,19.76,26.0,2017-04-11 12:27:53
43,19.76,26.7,2017-04-11 12:38:02
43,19.76,26.7,2017-04-11 12:47:42
43,19.45,25.9,2017-04-11 12:57:51
43,19.45,25.9,2017-04-11 13:07:59
43,19.45,25.7,2017-04-11 13:17:38
43,19.45,25.7,2017-04-11 13:27:16
43,19.29,24.3,2017-04-11 13:37:25
43,19.29,24.3,2017-04-11 13:47:03
43,19.29,20.8,2017-04-11 13:56:41
43,19.29,16.0,2017-04-11 14:06:51
43,19.14,16.0,2017-04-11 14:16:58
43,19.14,16.0,2017-04-11 14:26:36
43,19.14,14.9,2017-04-11 14:36:44
43,19.14,14.9,2017-04-11 14:46:24
43,18.98,14.0,2017-04-11 14:56:32
43,18.98,14.0,2017-04-11 15:06:10
43,18.98,13.2,2017-04-11 15:16:18
43,18.98,13.2,2017-04-11 15:26:29
43,18.82,12.8,2017-04-11 15:36:08
43,18.82,12.8,2017-04-11 15:46:18
43,18.82,12.2,2017-04-11 15:55:56
43,18.82,12.2,2017-04-11 16:06:06
43,18.82,12.4,2017-04-11 16:16:14
43,18.67,12.4,2017-04-11 16:25:52
43,18.67,13.7,2017-04-11 16:36:00
43,18.67,13.7,2017-04-11 16:46:10
43,18.67,17.8,2017-04-11 16:56:19
43,18.51,17.8,2017-04-11 17:05:58
43,18.51,20.5,2017-04-11 17:16:07
43,18.51,20.5,2017-04-11 17:26:16
43,18.51,23.0,2017-04-11 17:35:54
43,18.51,23.0,2017-04-11 17:46:02
43,18.2,23.9,2017-04-11 17:56:09
43,18.04,23.9,2017-04-11 18:05:49
43,18.04,24.4,2017-04-11 18:15:57
43,18.04,24.4,2017-04-11 18:26:06
43,17.88,25.1,2017-04-11 18:36:15
43,17.88,25.1,2017-04-11 18:46:24
43,17.88,25.4,2017-04-11 18:56:01
43,17.88,25.4,2017-04-11 19:06:09
43,17.88,26.0,2017-04-11 19:16:18
43,17.88,26.0,2017-04-11 19:26:29
43,17.88,25.3,2017-04-11 19:36:36
43,17.88,25.3,2017-04-11 19:46:15
43,17.88,25.8,2017-04-11 19:56:23
43,17.88,25.8,2017-04-11 20:06:31
43,17.73,26.5,2017-04-11 20:16:38
43,17.73,26.5,2017-04-11 20:26:49
43,17.73,25.8,2017-04-11 20:36:27
43,17.73,25.8,2017-04-11 20:46:35
43,17.73,25.3,2017-04-11 20:56:46
43,17.73,25.3,2017-04-11 21:06:55
43,17.73,22.0,2017-04-11 21:16:32
43,17.73,22.0,2017-04-11 21:26:41
43,17.73,20.8,2017-04-11 21:36:51
43,17.73,18.4,2017-04-11 21:46:59
43,17.73,18.4,2017-04-11 21:57:06
43,17.73,18.4,2017-04-11 23:47:22
43,17.73,16.9,2017-04-11 23:57:30
43,17.73,16.9,2017-04-12 00:07:08
43,17.73,16.1,2017-04-12 00:17:14
43,17.73,16.1,2017-04-12 00:27:24
43,17.73,15.1,2017-04-12 00:37:31
43,17.73,15.1,2017-04-12 00:47:40
43,17.57,14.5,2017-04-12 00:57:18
43,17.57,14.5,2017-04-12 01:07:28
43,17.57,15.0,2017-04-12 01:17:38
43,17.57,15.0,2017-04-12 01:27:46
43,17.57,15.5,2017-04-12 01:37:26
43,17.57,15.5,2017-04-12 01:47:35
43,17.57,19.6,2017-04-12 01:57:43
43,17.57,19.6,2017-04-12 02:07:51
43,17.57,21.0,2017-04-12 02:17:28
43,17.41,21.0,2017-04-12 02:27:36
43,17.41,18.3,2017-04-12 02:37:46
43,17.41,18.3,2017-04-12 02:47:53
43,17.41,23.8,2017-04-12 02:58:03
43,17.41,23.8,2017-04-12 03:07:41
43,17.41,24.1,2017-04-12 03:17:51
43,17.41,24.1,2017-04-12 03:28:00
43,17.41,25.2,2017-04-12 03:38:09
43,17.41,25.2,2017-04-12 03:47:48
43,17.41,26.7,2017-04-12 03:57:57
43,16.78,26.7,2017-04-12 04:08:04
43,16.47,27.2,2017-04-12 04:18:11
43,16.16,27.2,2017-04-12 04:28:20
43,16.31,24.9,2017-04-12 04:37:58
43,16.47,24.9,2017-04-12 04:48:06
43,16.63,22.7,2017-04-12 04:58:12
43,16.63,22.7,2017-04-12 05:08:21
42,16.78,23.9,2017-04-12 05:18:28
41,16.78,23.9,2017-04-12 05:28:05
41,16.78,24.6,2017-04-12 05:38:14
42,16.78,24.6,2017-04-12 05:48:23
42,16.47,24.8,2017-04-12 05:58:31
42,16.47,24.8,2017-04-12 06:08:39
42,16.63,23.2,2017-04-12 06:18:17
43,16.94,23.2,2017-04-12 06:28:27
43,16.94,21.9,2017-04-12 06:38:34
43,17.1,21.9,2017-04-12 06:48:42
43,17.1,21.1,2017-04-12 06:58:20
43,17.1,21.1,2017-04-12 07:08:29
43,17.1,20.4,2017-04-12 07:18:37
43,17.1,20.4,2017-04-12 07:28:45
43,17.1,19.7,2017-04-12 07:38:53
43,17.1,19.7,2017-04-12 07:48:32
43,17.1,19.4,2017-04-12 07:58:39
43,17.1,19.4,2017-04-12 08:08:47
43,17.1,19.0,2017-04-12 08:18:56
43,17.1,19.0,2017-04-12 08:29:03
43,17.1,18.9,2017-04-12 08:38:43
43,17.1,18.9,2017-04-12 08:48:52
43,17.1,18.2,2017-04-12 08:59:00
43,17.1,18.2,2017-04-12 09:09:07
43,17.1,18.1,2017-04-12 09:19:15
43,17.1,18.1,2017-04-12 09:28:53
43,17.25,17.8,2017-04-12 09:39:01
43,17.25,17.8,2017-04-12 09:49:10
43,17.25,17.6,2017-04-12 09:59:20
43,17.41,17.6,2017-04-12 10:08:58
43,17.88,17.7,2017-04-12 10:19:06
43,18.04,17.7,2017-04-12 10:29:15
43,18.2,17.2,2017-04-12 10:39:24
43,18.35,17.2,2017-04-12 10:49:02
43,18.51,16.7,2017-04-12 10:59:11
43,18.51,16.7,2017-04-12 11:09:19
43,18.51,16.7,2017-04-12 11:19:30
43,18.35,16.7,2017-04-12 11:29:38
43,18.35,17.0,2017-04-12 11:39:16
43,18.35,17.0,2017-04-12 11:49:26
43,18.35,17.2,2017-04-12 11:59:35
